Year,Month,Region_Name,Region_Code,Building_Use,Sell_Price,Sell_BA,Sell_PPA,Sell_PPP,Sell_Count,JS_Price,JS_BA,JS_PPA,JS_PPP,JS_Count,CR,CR_PPA,CR_PPP
2011,2,영등포구,11560,단독다가구,50107.04,138.93,446.19,134.97,50,6886.18,46.28,169.15,51.17,304,13.74,37.91,37.91
2011,2,영등포구,11560,아파트,47460.7,79.72,569.07,172.14,258,22577.33,80.83,280.63,84.89,470,47.57,49.31,49.31
2011,2,영등포구,11560,연립다세대,20573.81,55.67,374.89,113.4,42,11116.43,53.28,222.61,67.34,70,54.03,59.38,59.38
2011,2,영등포구,11560,오피스텔,19987.37,52.48,401.83,121.55,130,15346.32,57.65,273.51,82.74,95,76.78,68.07,68.07
2011,2,용산구,11170,단독다가구,81173.96,98.81,934.39,282.65,28,7160.36,53.05,146.77,44.4,169,8.82,15.71,15.71
2011,2,용산구,11170,아파트,83031.82,96.26,855.55,258.8,109,31178.21,89.31,350.98,106.17,244,37.55,41.02,41.02
2011,2,용산구,11170,연립다세대,51878.33,72.56,791.38,239.39,60,12262.35,57.33,219.59,66.43,162,23.64,27.75,27.75
2011,2,용산구,11170,오피스텔,26989.74,39.47,655.92,198.42,39,9950.0,29.58,352.62,106.67,6,36.87,53.76,53.76
2011,2,은평구,11380,단독다가구,40219.97,128.75,353.68,106.99,63,6803.85,55.69,131.13,39.67,330,16.92,37.08,37.08
2011,2,은평구,11380,아파트,38216.77,83.17,454.5,137.49,268,18483.69,84.81,220.71,66.76,342,48.37,48.56,48.56
2011,2,은평구,11380,연립다세대,17365.27,51.67,350.6,106.06,429,8916.47,54.15,168.12,50.86,419,51.35,47.95,47.95
2011,2,은평구,11380,오피스텔,10311.63,29.96,372.49,112.68,27,6068.18,25.05,251.22,75.99,22,58.85,67.44,67.44
2011,2,종로구,11110,단독다가구,87599.09,103.17,1063.02,321.56,23,8198.59,53.8,189.56,57.34,142,9.36,17.83,17.83
2011,2,종로구,11110,아파트,49126.04,80.5,588.8,178.11,48,29696.34,91.15,317.34,96.0,82,60.45,53.9,53.9
2011,2,종로구,11110,연립다세대,28221.83,73.18,376.09,113.77,71,14602.91,65.02,233.35,70.59,103,51.74,62.05,62.05
2011,2,종로구,11110,오피스텔,25689.81,44.64,583.62,176.55,54,8375.0,25.38,322.4,97.53,4,32.6,55.24,55.24
2011,2,중구,11140,단독다가구,88812.5,124.58,744.17,225.11,8,8328.36,55.52,176.62,53.43,67,9.38,23.73,23.74
2011,2,중구,11140,아파트,45157.23,76.05,597.1,180.62,65,26999.15,86.67,312.68,94.59,108,59.79,52.37,52.37
2011,2,중구,11140,연립다세대,26570.31,60.7,442.26,133.78,32,11474.55,50.52,230.99,69.87,55,43.19,52.23,52.23
